NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
163,서울특별시 종로구 숭인동,766,766,0,종로청계힐스테이트,59.9426,202302,7,"74,000",103,10,-,-,2009,숭인동길 21,-,중개거래,서울 서대문구 서울 종로구,23.04.28
164,서울특별시 종로구 숭인동,1421-2,1421,2,숭인한양LEEPS,12.78,202301,20,"12,200",-,7,-,-,2014,난계로29가길 20,-,중개거래,서울 종로구,23.01.31
165,서울특별시 종로구 숭인동,1392,1392,0,익성씨티하임,15.76,202212,28,"13,000",-,14,-,-,2013,난계로29가길 17,-,중개거래,서울 종로구,-
166,서울특별시 종로구 숭인동,766,766,0,종로청계힐스테이트,59.9426,202212,22,"73,000",-,18,-,-,2009,숭인동길 21,-,중개거래,서울 종로구,-
167,서울특별시 종로구 숭인동,1392-1,1392,1,종로아인스빌,12.15,202211,28,"12,000",-,14,-,-,2013,난계로29가길 19,-,중개거래,서울 성동구,-
168,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,17.811,202211,5,"12,900",-,13,-,-,2013,종로66길 28,-,중개거래,서울 종로구,-
169,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,15.09,202210,13,"12,500",-,17,-,-,2014,지봉로4길 13,-,중개거래,서울 종로구,-
170,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,16.67,202210,13,"13,500",-,5,-,-,2012,종로58가길 27,-,중개거래,서울 종로구,-
171,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,15.09,202210,10,"12,350",-,17,-,-,2014,지봉로4길 13,-,중개거래,서울 종로구,-
172,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,17.811,202210,5,"13,400",-,14,-,-,2013,종로66길 28,-,중개거래,서울 종로구,-
173,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,15.09,202209,28,"12,510",-,16,-,-,2014,지봉로4길 13,-,중개거래,서울 종로구,-
174,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,15.09,202209,26,"12,500",-,10,-,-,2014,지봉로4길 13,-,중개거래,서울 중구,-
175,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,15,202209,14,"12,500",-,10,-,-,2012,종로58가길 27,-,중개거래,서울 중구,-
176,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,15,202209,14,"12,500",-,10,-,-,2012,종로58가길 27,20220919,중개거래,서울 중구,-
177,서울특별시 종로구 숭인동,201-11,201,11,종로유케이201,12.01,202209,13,"9,700",-,10,-,-,2013,난계로29길 33-4,-,중개거래,서울 강북구 서울 성북구,-
178,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,16.67,202209,13,"13,000",-,7,-,-,2012,종로58가길 27,-,중개거래,서울 종로구,-
179,서울특별시 종로구 숭인동,1392,1392,0,익성씨티하임,15.42,202209,3,"11,400",-,11,-,-,2013,난계로29가길 17,-,중개거래,서울 종로구,-
180,서울특별시 종로구 숭인동,1392,1392,0,익성씨티하임,15.42,202209,3,"11,400",-,11,-,-,2013,난계로29가길 17,-,중개거래,서울 종로구,-
181,서울특별시 종로구 숭인동,1392,1392,0,익성씨티하임,15.42,202209,3,"11,200",-,11,-,-,2013,난계로29가길 17,20221201,중개거래,서울 종로구,-
182,서울특별시 종로구 숭인동,1392,1392,0,익성씨티하임,15.42,202209,3,"11,200",-,11,-,-,2013,난계로29가길 17,20221205,중개거래,서울 종로구,-
183,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,17.811,202208,22,"13,300",-,8,-,-,2013,종로66길 28,-,중개거래,서울 종로구,-
184,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,16.67,202208,13,"13,000",-,8,-,-,2012,종로58가길 27,-,중개거래,서울 중구,-
185,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,19.466,202208,4,"13,570",-,7,-,-,2013,종로66길 28,-,중개거래,서울 종로구,-
186,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,17.811,202207,29,"13,200",-,10,-,-,2013,종로66길 28,-,중개거래,서울 중구,-
187,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,17.811,202207,29,"13,200",-,16,-,-,2013,종로66길 28,-,중개거래,서울 중구,-
188,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,19.466,202207,25,"13,450",-,13,-,-,2013,종로66길 28,-,중개거래,서울 중구,-
189,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,15,202207,25,"12,200",-,9,-,-,2012,종로58가길 27,-,중개거래,서울 종로구,-
190,서울특별시 종로구 숭인동,888,888,0,오성,56.96,202207,14,"28,000",-,4,-,-,1997,숭인동1나길 11-7,-,중개거래,서울 종로구,-
191,서울특별시 종로구 숭인동,766,766,0,종로청계힐스테이트,59.9426,202207,13,"85,000",-,2,-,-,2009,숭인동길 21,-,중개거래,서울 종로구,-
192,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,19.466,202207,9,"12,000",-,10,-,-,2013,종로66길 28,-,중개거래,서울 종로구,-
193,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,19.466,202207,9,"13,500",-,7,-,-,2013,종로66길 28,-,중개거래,서울 강남구 서울 성북구,-
194,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,16.67,202206,30,"14,500",-,6,-,-,2012,종로58가길 27,-,중개거래,서울 강서구,-
195,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,14.69,202206,23,"14,500",-,6,-,-,2012,종로58가길 27,-,중개거래,서울 강서구,-
196,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,16.67,202206,18,"12,000",-,10,-,-,2012,종로58가길 27,-,중개거래,서울 종로구,-
197,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,17.811,202206,17,"13,000",-,14,-,-,2013,종로66길 28,-,중개거래,서울 중구,-
198,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,16.67,202206,15,"15,100",-,6,-,-,2012,종로58가길 27,-,중개거래,서울 강서구,-
199,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,14.69,202205,30,"12,000",-,5,-,-,2012,종로58가길 27,-,중개거래,서울 종로구,-
200,서울특별시 종로구 숭인동,766,766,0,종로청계힐스테이트,84.9478,202205,22,"117,000",-,2,-,-,2009,숭인동길 21,-,중개거래,서울 종로구,-
201,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,15.09,202205,21,"12,450",-,17,-,-,2014,지봉로4길 13,-,중개거래,서울 종로구,-
202,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.8359,202305,13,"184,000",301,9,-,-,2017,경교장길 35,-,중개거래,서울 서대문구 서울 종로구,23.07.31
203,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.8359,202305,12,"189,500",303,18,-,-,2017,경교장길 35,-,중개거래,서울 종로구,24.03.15
204,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),77.6543,202305,8,"170,000",303,13,-,-,2017,경교장길 35,-,중개거래,서울 종로구,23.08.16
205,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),59.8547,202305,8,"149,000",301,7,-,-,2017,경교장길 35,-,중개거래,서울 종로구,23.07.31
206,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.8359,202304,23,"183,500",303,18,-,-,2017,경교장길 35,-,중개거래,서울 종로구,23.06.28
207,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),77.6543,202303,31,"167,000",303,16,-,-,2017,경교장길 35,-,중개거래,서울 종로구,23.05.25
208,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.614,202303,24,"172,000",303,9,-,-,2017,경교장길 35,-,중개거래,서울 종로구,23.05.26
209,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.614,202303,23,"180,000",302,7,-,-,2017,경교장길 35,-,중개거래,서울 동대문구 서울 종로구,23.07.14
210,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.8359,202303,14,"187,000",301,20,-,-,2017,경교장길 35,-,중개거래,서울 마포구 서울 종로구,23.05.24
211,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.8359,202303,3,"176,000",305,2,-,-,2017,경교장길 35,-,중개거래,서울 종로구,23.05.31
212,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),59.8547,202302,21,"141,000",304,4,-,-,2017,경교장길 35,-,중개거래,서울 종로구,23.05.25
213,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),84.614,202209,16,"189,000",-,7,-,-,2017,경교장길 35,-,중개거래,서울 종로구,-
214,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202305,1,"183,000",203,14,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.05.02
215,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),77.9737,202304,27,"162,500",208,17,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.08.11
216,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),59.8547,202304,23,"155,000",204,14,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.09.14
217,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202304,14,"180,200",202,10,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.05.02
218,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202304,8,"182,000",209,9,-,-,2017,송월길 99,-,중개거래,서울 강남구 서울 종로구,23.04.28
219,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),101.9914,202304,7,"240,000",208,10,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.11.29
220,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202303,25,"180,000",201,8,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.06.09
221,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202303,21,"189,500",212,11,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.03.22
222,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202303,15,"180,000",203,17,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.05.18
223,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),59.895,202302,22,"139,500",210,15,-,-,2017,송월길 99,-,중개거래,부산 수영구 서울 성북구 서울 종로구,23.04.28
224,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.614,202302,21,"181,000",211,13,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.05.26
225,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202302,17,"189,000",209,13,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.05.30
226,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),59.8547,202302,10,"134,000",205,16,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.04.27
227,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202301,27,"169,000",205,12,-,-,2017,송월길 99,-,중개거래,서울 종로구,23.03.16
228,서울특별시 종로구 교북동,101,101,0,동아,59.98,202206,16,"80,000",-,4,-,-,1995,송월길 147,-,중개거래,서울 종로구,-
229,서울특별시 종로구 평창동,595,595,0,갑을아파트,30.46,202209,29,"18,500",-,11,-,-,1997,평창문화로 19,-,중개거래,서울 종로구,-
230,서울특별시 종로구 평창동,Jan-66,66,1,엘리시아,236.07,202209,19,"106,076",-,2,-,-,2009,평창문화로 142,-,직거래,-,-
231,서울특별시 종로구 평창동,Jan-66,66,1,엘리시아,213.07,202209,19,"94,331",-,3,-,-,2009,평창문화로 142,-,직거래,-,-
232,서울특별시 종로구 평창동,72,72,0,롯데낙천대,91.06,202209,1,"107,000",-,4,-,-,2001,평창문화로 140,-,중개거래,서울 종로구,-
233,서울특별시 종로구 평창동,596,596,0,삼성,59.97,202205,27,"67,000",-,2,-,-,1998,평창문화로 172,-,중개거래,서울 종로구 서울 중구,-
234,서울특별시 종로구 평창동,145-5,145,5,일성빌라트,84.99,202302,15,"65,000",가,5,-,-,1996,평창문화로 119,-,중개거래,서울 종로구,23.02.27
235,서울특별시 종로구 평창동,595,595,0,갑을아파트,30.46,202301,28,"18,900",-,6,-,-,1997,평창문화로 19,-,중개거래,서울 종로구,23.04.07
236,서울특별시 종로구 무악동,82,82,0,현대,60,202305,12,"86,990",112,5,-,-,2000,통일로 246-9,-,중개거래,서울 서대문구 서울 종로구,23.09.15
237,서울특별시 종로구 무악동,82,82,0,현대,60,202305,4,"70,000",101,2,-,-,2000,통일로 246-20,-,중개거래,서울 종로구,23.06.23
238,서울특별시 종로구 무악동,82,82,0,현대,60,202305,4,"69,970",-,2,-,-,2000,통일로 246-20,20230623,중개거래,서울 종로구,-
239,서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,59.6737,202305,4,"112,000",102동,2,-,-,2019,통일로 230,-,중개거래,서울 종로구,23.07.20
240,서울특별시 종로구 무악동,82,82,0,현대,60,202305,3,"79,790",112,7,-,-,2000,통일로 246-9,-,중개거래,서울 종로구,23.05.31
241,서울특별시 종로구 무악동,82,82,0,현대,114.9,202304,14,"110,000",103,9,-,-,2000,통일로 246-20,-,직거래,-,23.05.02
242,서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,59.6737,202304,10,"118,000",101동,15,-,-,2019,통일로 230,-,중개거래,서울 종로구,23.08.01
243,서울특별시 종로구 무악동,60,60,0,인왕산아이파크,84.858,202303,29,"150,000",110,11,-,-,2008,통일로18길 9,-,직거래,-,23.05.24
244,서울특별시 종로구 무악동,82,82,0,현대,84.92,202303,23,"72,990",111,3,-,-,2000,통일로 246-20,-,중개거래,서울 종로구,23.03.28
245,서울특별시 종로구 무악동,82,82,0,현대,60,202303,13,"72,900",103,12,-,-,2000,통일로 246-20,-,중개거래,서울 종로구,23.04.28
246,서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,104.445,202303,11,"170,000",104동,10,-,-,2019,통일로 230,-,중개거래,서울 종로구,23.06.28
247,서울특별시 종로구 무악동,82,82,0,현대,84.92,202302,21,"105,950",105,9,-,-,2000,통일로 246-20,-,중개거래,서울 송파구 서울 종로구,23.04.19
248,서울특별시 종로구 무악동,82,82,0,현대,84.92,202302,21,"105,950",-,9,-,-,2000,통일로 246-20,20230327,중개거래,서울 송파구 서울 종로구,-
249,서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,59.6737,202302,8,"117,000",102동,4,-,-,2019,통일로 230,-,직거래,-,23.03.16
250,서울특별시 종로구 무악동,82,82,0,현대,84.92,202301,26,"99,960",107,6,-,-,2000,통일로 246-20,-,중개거래,서울 종로구,23.04.28
251,서울특별시 종로구 무악동,60,60,0,인왕산아이파크,114.931,202301,10,"155,500",105,16,-,-,2008,통일로18길 9,-,중개거래,경기 고양덕양구 서울 종로구,23.02.28
252,서울특별시 종로구 무악동,82,82,0,현대,60,202212,15,"75,000",-,13,-,-,2000,통일로 246-20,20230303,직거래,-,-
253,서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,59.6737,202209,21,"110,000",-,2,-,-,2019,통일로 230,-,중개거래,서울 서대문구,-
254,서울특별시 종로구 무악동,82,82,0,현대,114.9,202207,18,"150,000",-,5,-,-,2000,통일로 246-20,-,중개거래,서울 은평구 서울 종로구,-
255,서울특별시 종로구 무악동,60,60,0,인왕산아이파크,114.931,202205,27,"160,000",-,15,-,-,2008,통일로18길 9,-,중개거래,서울 종로구,-
256,서울특별시 종로구 무악동,60,60,0,인왕산아이파크,84.858,202205,23,"135,000",-,7,-,-,2008,통일로18길 9,-,중개거래,서울 종로구,-
257,서울특별시 중구 남창동,205-44,205,44,경서,55.8,202211,28,"33,000",-,3,-,-,1970,퇴계로2길 15-6,-,중개거래,서울 중구,-
258,서울특별시 중구 남대문로5가,827,827,0,남산트라팰리스,116.11,202208,8,"205,000",-,27,-,-,2010,소월로2길 30,-,중개거래,서울 용산구,-
259,서울특별시 중구 회현동1가,146-1,146,1,삼풍,63.87,202304,17,"43,000",-,5,-,-,1975,소공로3길 29-8,-,중개거래,서울 중구,23.05.22
260,서울특별시 중구 회현동1가,146-1,146,1,삼풍,63.88,202303,14,"41,000",-,8,-,-,1975,소공로3길 29-8,-,중개거래,서울 중구,23.07.10
261,서울특별시 중구 회현동1가,206,206,0,SK리더스뷰남산,176.26,202303,7,"211,840",윌로우,19,-,-,2010,퇴계로 72,-,중개거래,서울 중구,23.05.30
262,서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,187.44,202302,3,"225,000",102,31,-,-,2011,소공로 35,-,중개거래,서울 중구,23.04.03
263,서울특별시 중구 회현동1가,146-1,146,1,삼풍,69.13,202209,20,"44,000",-,9,-,-,1975,소공로3길 29-8,-,중개거래,서울 중구,-
264,서울특별시 중구 회현동1가,146-1,146,1,삼풍,69.13,202209,20,"44,000",-,9,-,-,1975,소공로3길 29-8,20221124,중개거래,서울 중구,-
265,서울특별시 중구 회현동1가,100-12,100,12,이지-빌,55.9,202209,17,"43,000",-,2,-,-,2006,퇴계로8길 65-3,-,중개거래,서울 용산구,-
266,서울특별시 중구 회현동1가,Feb-97,97,2,평화,58.02,202208,29,"60,000",-,1,-,-,1976,퇴계로8길 23,-,중개거래,서울 중구,-
267,서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,44.99,202208,26,"88,000",-,30,-,-,2011,소공로 35,-,중개거래,서울 중구,-
268,서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,133.98,202208,2,"205,000",-,20,-,-,2011,소공로 35,-,중개거래,서울 중구,-
269,서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,133.98,202206,9,"225,000",-,29,-,-,2011,소공로 35,-,중개거래,서울 중구,-
